row_id,study_id,polygon,coder,citation_screening,exclude_why,citation,fulltext_screening,study_year,intervention_full_name,intervention_dim,intervention_cat,intervention_simple_name,sub_intervention_name,unit,outcome_dim,outcome_cat,outcome_catdim,outcome_indicator_full,outcome_impact,outcome_comment,budget,staff,monitoring,enforcement,clear_rules,gazetted,management,compliance,funding,conflict_resol,stake_agency,decision_making,fishery_type,age,size,size_unit,depth_cat,material_cat,livdiv_process,livdiv_pathway,gear_managed,last_heat_stress,heat_stress_freq,connectivity,cyclone_freq,sediments,nutrients,market_gravity,coastal_pop,ports,tourism,mardep_nutri,mardep_eco,ggi,hdi,wgi,gini,study_design,country,region,location,lat,lon,data_year,cost_USD,paired_intervention_1,paired_intervention_2,mardep,sednutr,n_case_studies,record_weight
32,ArtificialStructures_344,no,jessica,yes,NA,"Perkol-Finkel, S; Benayahu, Y Recruitment of benthic organisms onto a planned artificial reef: shifts in community structure one decade post-deployment (2005) Marine Environmental Research",yes,2005,Artificial Reefs - Pyramid Reef,Bioengineering,Artificial Structures,Bioengineering - Artificial Structures,NA,benthos,Nature,Community,Nature - Community,diversity,neutral,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,deep (>20m),NA,NA,NA,NA,NA,NA,0.16939,0.76178,0.670332499632191,0.742966115748162,0.681500627446573,0.852882995091215,0.999981683639827,0.971115100007327,0.03,0.02,0.083,0.7227925693810876,0.6533031960328425,380.25,CI/Distance,Israel,Middle East and North Africa,Eilat,29.541845,34.960661,2002,,NA,NA,0.025,0.7066493076901765,72,1
33,ArtificialStructures_344,no,jessica,yes,NA,"Perkol-Finkel, S; Benayahu, Y Recruitment of benthic organisms onto a planned artificial reef: shifts in community structure one decade post-deployment (2005) Marine Environmental Research",yes,2005,Artificial Reefs - Pyramid Reef,Bioengineering,Artificial Structures,Bioengineering - Artificial Structures,NA,benthos,Nature,Habitat,Nature - Habitat,living cover,neutral,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,deep (>20m),NA,NA,NA,NA,NA,NA,0.16939,0.76178,0.670332499632191,0.742966115748162,0.681500627446573,0.852882995091215,0.999981683639827,0.971115100007327,0.03,0.02,0.083,0.7227925693810876,0.6533031960328425,380.25,CI/Distance,Israel,Middle East and North Africa,Eilat,29.541845,34.960661,2002,,NA,NA,0.025,0.7066493076901765,72,1
34,ArtificialStructures_160,no,jessica,yes,NA,"Hylkema, A; Debrot, AO; Osinga, R; Bron, PS; Heesink, DB; Izioka, AK; Reid, CB; Rippen, JC; Treibitz, T; Yuval, M; Murk, AJ Fish assemblages of three common artificial reef designs during early colonization (2020) Ecological Engineering",yes,2020,Layered cakes - Saba and St Eustatius,Bioengineering,Artificial Structures,Bioengineering - Artificial Structures,Artificial habitat/substrate,shelter,Nature,Habitat,Nature - Habitat,"availability, habitat complexity",beneficial,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,medium (6-20m),mixed,NA,NA,NA,8,3,0.06681,-1.40113,0.558279387965279,0.548744311167616,0.67299732164597,0.799509121547366,0,0.939189684225951,0.08,0.09,0.025,0.941,1.618663678566615,283,BACI,Netherlands,Caribbean-Atlantic,Saba and St Eustatius,17.484885,-63.021048,2018,,NA,NA,0.08499999999999999,0.5535118495664475,72,1
35,ArtificialStructures_160,no,jessica,yes,NA,"Hylkema, A; Debrot, AO; Osinga, R; Bron, PS; Heesink, DB; Izioka, AK; Reid, CB; Rippen, JC; Treibitz, T; Yuval, M; Murk, AJ Fish assemblages of three common artificial reef designs during early colonization (2020) Ecological Engineering",yes,2020,Piles of Basaltic Rock - Saba and St Eustatius,Bioengineering,Artificial Structures,Bioengineering - Artificial Structures,Artificial habitat/substrate,fish,Nature,Species,Nature - Species,"abundance, biomass",beneficial,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,medium (6-20m),mixed,NA,NA,NA,8,3,0.06681,-1.40113,0.558279387965279,0.548744311167616,0.67299732164597,0.799509121547366,0,0.939189684225951,0.08,0.09,0.025,0.941,1.618663678566615,283,BACI,Netherlands,Caribbean-Atlantic,Saba and St Eustatius,17.484885,-63.021048,2018,,NA,NA,0.08499999999999999,0.5535118495664475,72,0.5
36,ArtificialStructures_85,no,jessica,yes,NA,"Belhassen, Y; Rousseau, M; Tynyakov, J; Shashar, N Evaluating the attractiveness and effectiveness of artificial coral reefs as a recreational ecosystem service (2017) Journal Of Environmental Management",yes,2017,Artificial Reefs - Tamar Reef,Bioengineering,Artificial Structures,Bioengineering - Artificial Structures,NA,coral,Nature,Habitat,Nature - Habitat,damage diversion from natural reefs,beneficial,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,4,1,0.16939,0.76178,0.658948800941592,0.737051572605163,0.677960704987732,0.762143746794637,0.999743570957579,0.998644589347205,0.03,0.02,0.083,0.7133440962061286,0.6533031960328425,378.1818181818182,CI/Distance,Israel,Middle East and North Africa,Eilat,29.511187,34.925302,2016,,NA,NA,0.025,0.6980001867733775,72,1
37,ArtificialStructures_85,no,jessica,yes,NA,"Belhassen, Y; Rousseau, M; Tynyakov, J; Shashar, N Evaluating the attractiveness and effectiveness of artificial coral reefs as a recreational ecosystem service (2017) Journal Of Environmental Management",yes,2017,Artificial Reefs - Tamar Reef,Bioengineering,Artificial Structures,Bioengineering - Artificial Structures,NA,tourists,People,Cultural,People - Cultural,attraction and popularity,beneficial,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,4,1,0.16939,0.76178,0.658948800941592,0.737051572605163,0.677960704987732,0.762143746794637,0.999743570957579,0.998644589347205,0.03,0.02,0.083,0.7133440962061286,0.6533031960328425,378.1818181818182,CI/Distance,Israel,Middle East and North Africa,Eilat,29.511187,34.925302,2016,,NA,NA,0.025,0.6980001867733775,72,1
38,ArtificialStructures_445,no,jessica,yes,NA,"Islam, GMN; Noh, KM; Sidique, SF; Noh, AFM; Ali, A Economic impacts of artificial reefs on small-scale fishers in peninsular malaysia (2014) Human Ecology",yes,2014,Artificial Reefs - Terengganu State,Bioengineering,Artificial Structures,Bioengineering - Artificial Structures,NA,fishers,People,Economic,People - Economic,income,neutral,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0.43,0.13,0.228,0.7598272754300025,0.4044262195626893,425.4,Qualitative,Malaysia,NA,Terengganu,5.310015,103.203459,2011,,NA,NA,0.28,NA,72,1
39,ArtificialStructures_499,no,jessica,yes,NA,"Qin, C; Chen, P; Zhang, A; Feng, X; Yuan, H; Li, X; Yu, J; Leber, KM Impacts of marine ranching construction on sediment pore water characteristic and nutrient flux across the sediment-water interface in a subtropical marine ranching (zhelin bay, china) (2018) Applied Ecology And Environmental Research",yes,2018,Artificial Reefs - Zhelin bay,Bioengineering,Artificial Structures,Bioengineering - Artificial Structures,NA,water column,NCP,Water Quality,NCP - Water Quality,phosphate flux,beneficial,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.13,0.192,0.768,-0.2503677594165012,296.1666666666667,CI/Distance,China,NA,Zhelin bay,22.835326,117.081662,2012,,NA,NA,0.10500000000000001,NA,72,1
40,ArtificialStructures_160,no,jessica,yes,NA,"Hylkema, A; Debrot, AO; Osinga, R; Bron, PS; Heesink, DB; Izioka, AK; Reid, CB; Rippen, JC; Treibitz, T; Yuval, M; Murk, AJ Fish assemblages of three common artificial reef designs during early colonization (2020) Ecological Engineering",yes,2020,Piles of Basaltic Rock - Saba and St Eustatius,Bioengineering,Artificial Structures,Bioengineering - Artificial Structures,Artificial habitat/substrate,fish,Nature,Species,Nature - Species,species richness,beneficial,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,medium (6-20m),mixed,NA,NA,NA,8,3,0.06681,-1.40113,0.558279387965279,0.548744311167616,0.67299732164597,0.799509121547366,0,0.939189684225951,0.08,0.09,0.025,0.941,1.618663678566615,283,BACI,Netherlands,Caribbean-Atlantic,Saba and St Eustatius,17.484885,-63.021048,2018,,NA,NA,0.08499999999999999,0.5535118495664475,72,0.5
41,ArtificialStructures_160,no,jessica,yes,NA,"Hylkema, A; Debrot, AO; Osinga, R; Bron, PS; Heesink, DB; Izioka, AK; Reid, CB; Rippen, JC; Treibitz, T; Yuval, M; Murk, AJ Fish assemblages of three common artificial reef designs during early colonization (2020) Ecological Engineering",yes,2020,Piles of Basaltic Rock - Saba and St Eustatius,Bioengineering,Artificial Structures,Bioengineering - Artificial Structures,Artificial habitat/substrate,shelter,Nature,Habitat,Nature - Habitat,"availability, habitat complexity",beneficial,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,medium (6-20m),mixed,NA,NA,NA,8,3,0.06681,-1.40113,0.558279387965279,0.548744311167616,0.67299732164597,0.799509121547366,0,0.939189684225951,0.08,0.09,0.025,0.941,1.618663678566615,283,BACI,Netherlands,Caribbean-Atlantic,Saba and St Eustatius,17.484885,-63.021048,2018,,NA,NA,0.08499999999999999,0.5535118495664475,72,1
42,ArtificialStructures_45,no,jessica,yes,NA,"Qin, CX; Zhu, WT; Ma, HM; Duan, DY; Zuo, T; Xi, SG; Pan, WN Are habitat changes driving protist community shifts? A case study in daya bay, china (2019) Estuarine Coastal And Shelf Science",yes,2019,Artificial reefs in Pearl River Estuary,Bioengineering,Artificial Structures,Bioengineering - Artificial Structures,NA,microorganisms,Nature,Community,Nature - Community,diversity,mixed,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,medium (6-20m),NA,NA,NA,NA,0,12,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.13,0.192,0.809972569029382,-0.2503677594165012,366.2,CI/Distance,China,NA,Daya bay,22.56842,114.560684,2018,,NA,NA,0.10500000000000001,NA,72,1
43,ArtificialStructures_45,no,jessica,yes,NA,"Qin, CX; Zhu, WT; Ma, HM; Duan, DY; Zuo, T; Xi, SG; Pan, WN Are habitat changes driving protist community shifts? A case study in daya bay, china (2019) Estuarine Coastal And Shelf Science",yes,2019,Artificial reefs in Pearl River Estuary,Bioengineering,Artificial Structures,Bioengineering - Artificial Structures,NA,plankton,Nature,Species,Nature - Species,abundance,beneficial,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,medium (6-20m),NA,NA,NA,NA,0,12,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.13,0.192,0.809972569029382,-0.2503677594165012,366.2,CI/Distance,China,NA,Daya bay,22.56842,114.560684,2018,,NA,NA,0.10500000000000001,NA,72,1
44,ArtificialStructures_45,no,jessica,yes,NA,"Qin, CX; Zhu, WT; Ma, HM; Duan, DY; Zuo, T; Xi, SG; Pan, WN Are habitat changes driving protist community shifts? A case study in daya bay, china (2019) Estuarine Coastal And Shelf Science",yes,2019,Artificial reefs in Pearl River Estuary,Bioengineering,Artificial Structures,Bioengineering - Artificial Structures,NA,water column,NCP,Water Quality,NCP - Water Quality,flows,beneficial,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,medium (6-20m),NA,NA,NA,NA,0,12,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.13,0.192,0.809972569029382,-0.2503677594165012,366.2,CI/Distance,China,NA,Daya bay,22.56842,114.560684,2018,,NA,NA,0.10500000000000001,NA,72,1
45,ArtificialStructures_26,no,jessica,yes,NA,"Tortolero-Langarica, JJA; Cupul-Magana, AL; Rodriguez-Troncoso, AP Restoration of a degraded coral reef using a natural remediation process: a case study from a central mexican pacific national park (2014) Ocean & Coastal Management",yes,2014,Artificial Substrata for Restoration,Bioengineering,Artificial Structures,Bioengineering - Artificial Structures,NA,coral,Nature,Habitat,Nature - Habitat,attachment rate,mixed,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,concrete,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.11,0.309,0.7430967010300735,-0.5091926703850427,487,Regression,Mexico,NA,Islas Marietas National Park,20.697657,-105.581296,2013,,Bioengineering - Transplantation and Restocking,NA,0.095,NA,72,1
46,ArtificialStructures_160,no,jessica,yes,NA,"Hylkema, A; Debrot, AO; Osinga, R; Bron, PS; Heesink, DB; Izioka, AK; Reid, CB; Rippen, JC; Treibitz, T; Yuval, M; Murk, AJ Fish assemblages of three common artificial reef designs during early colonization (2020) Ecological Engineering",yes,2020,"Reef Ball, layered cakes and piles of locally obtained basaltic rock - Saba and St Eustatius",Bioengineering,Artificial Structures,Bioengineering - Artificial Structures,Artificial habitat/substrate,fish,Nature,Community,Nature - Community,species richness,beneficial,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,medium (6-20m),mixed,NA,NA,NA,8,3,0.06681,-1.40113,0.558279387965279,0.548744311167616,0.67299732164597,0.799509121547366,0,0.939189684225951,0.08,0.09,0.025,0.941,1.618663678566615,283,BACI,Netherlands,Caribbean-Atlantic,Saba and St Eustatius,17.484885,-63.021048,2018,,NA,NA,0.08499999999999999,0.5535118495664475,72,1
47,ArtificialStructures_160,no,jessica,yes,NA,"Hylkema, A; Debrot, AO; Osinga, R; Bron, PS; Heesink, DB; Izioka, AK; Reid, CB; Rippen, JC; Treibitz, T; Yuval, M; Murk, AJ Fish assemblages of three common artificial reef designs during early colonization (2020) Ecological Engineering",yes,2020,"Reef Ball, layered cakes and piles of locally obtained basaltic rock - Saba and St Eustatius",Bioengineering,Artificial Structures,Bioengineering - Artificial Structures,Artificial habitat/substrate,fish,Nature,Species,Nature - Species,"abundance, biomass",beneficial,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,medium (6-20m),mixed,NA,NA,NA,8,3,0.06681,-1.40113,0.558279387965279,0.548744311167616,0.67299732164597,0.799509121547366,0,0.939189684225951,0.08,0.09,0.025,0.941,1.618663678566615,283,BACI,Netherlands,Caribbean-Atlantic,Saba and St Eustatius,17.484885,-63.021048,2018,,NA,NA,0.08499999999999999,0.5535118495664475,72,1
48,ArtificialStructures_160,no,jessica,yes,NA,"Hylkema, A; Debrot, AO; Osinga, R; Bron, PS; Heesink, DB; Izioka, AK; Reid, CB; Rippen, JC; Treibitz, T; Yuval, M; Murk, AJ Fish assemblages of three common artificial reef designs during early colonization (2020) Ecological Engineering",yes,2020,"Reef Ball, layered cakes and piles of locally obtained basaltic rock - Saba and St Eustatius",Bioengineering,Artificial Structures,Bioengineering - Artificial Structures,Artificial habitat/substrate,shelter,Nature,Habitat,Nature - Habitat,"availability, habitat complexity",beneficial,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,medium (6-20m),mixed,NA,NA,NA,8,3,0.06681,-1.40113,0.558279387965279,0.548744311167616,0.67299732164597,0.799509121547366,0,0.939189684225951,0.08,0.09,0.025,0.941,1.618663678566615,283,BACI,Netherlands,Caribbean-Atlantic,Saba and St Eustatius,17.484885,-63.021048,2018,,NA,NA,0.08499999999999999,0.5535118495664475,72,1
49,ArtificialStructures_172,no,jessica,yes,NA,"Polak, O; Shashar, N Can a small artificial reef reduce diving pressure from a natural coral reef? Lessons learned from eilat, red sea (2012) Ocean & Coastal Management",yes,2012,Transplanted corals on Artifical Reefs - Eilat,Bioengineering,Transplantation and Restocking,Bioengineering - Transplantation and Restocking,Transplantation / Coral gardening,tourists,People,Cultural,People - Cultural,number of dive inside MPA,neutral,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2000000000000455,NA,NA,medium (6-20m),concrete,NA,NA,NA,NA,0,0.16939,0.76178,0.670332499632191,0.742966115748162,0.681500627446573,0.852882995091215,0.999981683639827,0.971115100007327,0.03,0.02,0.083,0.7210096024415072,0.6533031960328425,419.5,BA,Israel,Middle East and North Africa,Eilat,29.534623,34.95258,2010,,MarCon - FPA,Bioengineering - Artificial Structures,0.025,0.7066493076901765,67,0.5
50,livelihood_div_163,no,lauric,yes,NA,"Bottema, MJM; Bush, SR The durability of private sector-led marine conservation: a case study of two entrepreneurial marine protected areas in indonesia (2012) Ocean & Coastal Management",yes,2012,Biorock - Gili Trawangan,Bioengineering,Artificial Structures,Bioengineering - Artificial Structures,NA,coastal communities,People,Economic,People - Economic,employment,beneficial,,NA,NA,NA,NA,NA,NA,private,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,Exogenous,NA,NA,0,3,-1.06778,0.56823,0.905491393261733,0.928417445138467,0.956397145586335,0.707341197157301,0,0.998204996703055,0.48,0.22,0.444,0.6533817648887634,-0.054462070266405656,309.85714285714283,Qualitative,Indonesia,Southeast Asia,Gili Trawangan,-8.34829,116.038411,2010,,MarCon - PPA,NA,0.35,0.9169544192001,72,1
51,ArtificialStructures_172,no,jessica,yes,NA,"Polak, O; Shashar, N Can a small artificial reef reduce diving pressure from a natural coral reef? Lessons learned from eilat, red sea (2012) Ocean & Coastal Management",yes,2012,Transplanted corals on Artifical Reefs - Eilat,Bioengineering,Transplantation and Restocking,Bioengineering - Transplantation and Restocking,Transplantation / Coral gardening,tourists,People,Cultural,People - Cultural,diving time in MPA (changing behaviour),beneficial,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2000000000000455,NA,NA,medium (6-20m),concrete,NA,NA,NA,NA,0,0.16939,0.76178,0.670332499632191,0.742966115748162,0.681500627446573,0.852882995091215,0.999981683639827,0.971115100007327,0.03,0.02,0.083,0.7210096024415072,0.6533031960328425,419.5,BA,Israel,Middle East and North Africa,Eilat,29.534623,34.95258,2010,,MarCon - FPA,Bioengineering - Artificial Structures,0.025,0.7066493076901765,67,0.5
52,livelihood_div_163,no,lauric,yes,NA,"Bottema, MJM; Bush, SR The durability of private sector-led marine conservation: a case study of two entrepreneurial marine protected areas in indonesia (2012) Ocean & Coastal Management",yes,2012,Biorock - Pemuteran,Bioengineering,Artificial Structures,Bioengineering - Artificial Structures,NA,coastal communities,People,Social,People - Social,"social cohesion, environmental stewardship",beneficial,,NA,NA,NA,NA,NA,NA,private,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,Exogenous,NA,NA,0,3,0.58217,0.58527,0.972248786229219,0.968474195272051,0.891030323462756,0.957872371602315,0,0.994963000952451,0.48,0.22,0.444,0.6864756999946222,-0.054462070266405656,259.54545454545456,Qualitative,Indonesia,Southeast Asia,Pemuteran,-8.142606,114.654388,2010,,NA,NA,0.35,0.970361490750635,72,1
53,livelihood_div_163,no,lauric,yes,NA,"Bottema, MJM; Bush, SR The durability of private sector-led marine conservation: a case study of two entrepreneurial marine protected areas in indonesia (2012) Ocean & Coastal Management",yes,2012,Biorock - Pemuteran,Bioengineering,Artificial Structures,Bioengineering - Artificial Structures,NA,coastal communities,People,Economic,People - Economic,employment,beneficial,,NA,NA,NA,NA,NA,NA,private,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,Exogenous,NA,NA,0,3,0.58217,0.58527,0.972248786229219,0.968474195272051,0.891030323462756,0.957872371602315,0,0.994963000952451,0.48,0.22,0.444,0.6864756999946222,-0.054462070266405656,259.54545454545456,Qualitative,Indonesia,Southeast Asia,Pemuteran,-8.142606,114.654388,2010,,NA,NA,0.35,0.970361490750635,72,1
54,TransplRestock_254,no,lauric,yes,NA,"Uchoa, MP; O'Connell, CP; Goreau, TJ The effects of biorock-associated electric fields on the caribbean reef shark (carcharhinus perezi) and the bull shark (carcharhinus leucas) (2017) Animal Biology",yes,2017,Biorock Electric Reefs - Bimini,Bioengineering,Artificial Structures,Bioengineering - Artificial Structures,NA,fish,Nature,Species,Nature - Species,behavior (feeding and avoidance),neutral,,NA,NA,NA,NA,NA,NA,scientific/method experiement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,-2.08362,-1.08605,0,0,0.309996066752823,0.4851271155396,0,0.980676240017584,0.21,0.29,0.329,0.7619599103927612,0.600020726521809,NA,CI/Distance,The Bahamas,Caribbean-Atlantic,"Triangle Rocks and Alicetown Channel, Bimini",25.646731,-79.312411,2015.3,,NA,NA,0.25,0,72,1
55,ArtificialStructures_182,no,jessica,yes,NA,"Wells, L; Perez, F; Hibbert, M; Clerveaux, L; Johnson, J; Goreau, TJ Effect of severe hurricanes on biorock coral reef restoration projects in grand turk, turks and caicos islands (2010) Revista De Biologia Tropical",yes,2010,Biorock - Grand Turk,Bioengineering,Artificial Structures,Bioengineering - Artificial Structures,Artificial habitat/substrate,coral,Nature,Habitat,Nature - Habitat,survival,beneficial,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1000000000001364,NA,NA,medium (6-20m),rock/dead coral,NA,NA,NA,4,1,-0.79396,-1.0501,0.458014565249375,0,0.792343278829765,0.811542970180966,0.998223313063228,0.987288446040003,NA,0.05,NA,NA,NA,NA,BA,Turks and Caicos Islands,Caribbean-Atlantic,Grand Turk,21.467343,-71.131019,2008.9,,NA,NA,0.05,0.2290072826246875,72,1
56,TransplRestock_254,no,lauric,yes,NA,"Uchoa, MP; O'Connell, CP; Goreau, TJ The effects of biorock-associated electric fields on the caribbean reef shark (carcharhinus perezi) and the bull shark (carcharhinus leucas) (2017) Animal Biology",yes,2017,Biorock Electric Reefs - Wasini Island,Bioengineering,Artificial Structures,Bioengineering - Artificial Structures,NA,elasmobranch,Nature,Species,Nature - Species,behavior (feeding and avoidance),harmful,,NA,NA,NA,NA,NA,NA,scientific/method experiement,NA,NA,NA,NA,NA,NA,2,6.4e-4,reef_km2,NA,NA,NA,NA,NA,2,2,0.70248,0.76178,0.982510666470502,0.92541411014685,0.948961435447922,0.838889295919115,0,0.876657630595648,NA,0.18,0.506,0.5257355769475301,-0.555830652515093,384.8,CI/Distance,Kenya,Western Indian Ocean,Mkwiro and Wasini - Wasini Island,-4.659,39.381,2021.9,,Bioengineering - Artificial Structures,NA,0.18,0.9539623883086761,72,1
